Caller_ID,Session,First_Name,Last_Name,Street,City,Address,Zipcode,Email,Incoming_Phone,Contact_Phone,Test_Control,Date,Time,Days_in_Between,In_Co,In_Em,Int_T_Email,Int_T_State
97333762XYWEKZQI,2014.02.01 18:39:14,Samantha,,,,NM,,,(570)-672-7199,(570)-672-7199,test,2/1/2014,6:39 PM,200,(570)-672-7199(570)-672-7199,(570)-672-7199,0,18
58608748IBGPAHJD,2014.02.01 18:44:37,Celestino,Mohr,120 Lynch Center,Johannaview,NJ,33268-1534,kweahmed@yahoo.co.uk,(951)-716-9206,(651)-439-2538,test,2/1/2014,6:44 PM,200,(951)-716-9206(651)-439-2538,(951)-716-9206kweahmed@yahoo.co.uk,18,18
77360390YPUHAYJA,2014.02.01 18:50:02,Rylan,,,,,,,(719)-300-6048,(719)-300-6048,control,2/1/2014,6:50 PM,200,(719)-300-6048(719)-300-6048,(719)-300-6048,0,0
14167555JDYNDTYP,2014.02.01 18:56:05,,,,,MT,64711,,(231)-894-6554,(231)-894-6554,control,2/1/2014,6:56 PM,200,(231)-894-6554(231)-894-6554,(231)-894-6554,0,18
81062320VFDLCHOV,2014.02.01 19:01:38,Jena,,,,,,,(404)-369-4230,(404)-369-4230,control,2/1/2014,7:01 PM,200,(404)-369-4230(404)-369-4230,(404)-369-4230,0,0
56053104KVDIIJYN,2014.02.01 19:05:13,Adrain,,,,AR,,,(321)-020-9473,(321)-020-9473,test,2/1/2014,7:05 PM,200,(321)-020-9473(321)-020-9473,(321)-020-9473,0,19
90744551XENPIVRY,2014.02.01 19:10:45,Jaron,,,,AR,,,(813)-709-5688,(813)-709-5688,control,2/1/2014,7:10 PM,200,(813)-709-5688(813)-709-5688,(813)-709-5688,0,19
47677041GKDWGGYR,2014.02.01 19:15:33,Nova,,,,MO,,,(470)-821-9625,(470)-821-9625,control,2/1/2014,7:15 PM,200,(470)-821-9625(470)-821-9625,(470)-821-9625,0,19
00478850QVBVWKUM,2014.02.01 19:21:47,Ramona,,,,MD,,,(253)-139-7346,(253)-139-7346,test,2/1/2014,7:21 PM,200,(253)-139-7346(253)-139-7346,(253)-139-7346,0,19
38337827YSJMLRZB,2014.02.01 19:26:26,Alysha,,,,,,,(612)-476-4098,(612)-476-4098,test,2/1/2014,7:26 PM,200,(612)-476-4098(612)-476-4098,(612)-476-4098,0,0
86203721YCNDCWUD,2014.02.01 19:32:11,Camille,,,,MT,,,(424)-270-5718,(424)-270-5718,control,2/1/2014,7:32 PM,200,(424)-270-5718(424)-270-5718,(424)-270-5718,0,19
84498837CLFEJOAQ,2014.02.01 19:36:50,Robyn,Blanda,,,PA,,,(413)-039-5357,(413)-039-5357,control,2/1/2014,7:36 PM,200,(413)-039-5357(413)-039-5357,(413)-039-5357,0,19
54090582ATNMCQQH,2014.02.01 19:42:40,Jarod,,,,,,,(912)-565-2165,(912)-565-2165,test,2/1/2014,7:42 PM,200,(912)-565-2165(912)-565-2165,(912)-565-2165,0,0
70427823KYQEQKAQ,2014.02.01 19:48:55,Eve,,,,,,,(678)-220-7063,(678)-220-7063,control,2/1/2014,7:48 PM,200,(678)-220-7063(678)-220-7063,(678)-220-7063,0,0
90067475AOLRXSTC,2014.02.01 19:53:28,Etha,,,,,,,(218)-175-8635,(218)-175-8635,control,2/1/2014,7:53 PM,200,(218)-175-8635(218)-175-8635,(218)-175-8635,0,0
33992081GDNEOHVV,2014.02.01 19:57:52,Laisha,,,,PA,,,(858)-685-7533,(858)-685-7533,control,2/1/2014,7:57 PM,200,(858)-685-7533(858)-685-7533,(858)-685-7533,0,19
07552408PSXUFVPI,2014.02.01 20:04:06,Rico,,,,,,,(907)-082-1629,(907)-082-1629,control,2/1/2014,8:04 PM,200,(907)-082-1629(907)-082-1629,(907)-082-1629,0,0
89087283VVQSGTTG,2014.02.01 20:09:00,Lottie,,,,,,,(361)-631-1957,(361)-631-1957,test,2/1/2014,8:09 PM,200,(361)-631-1957(361)-631-1957,(361)-631-1957,0,0
61930873ZISBXAGG,2014.02.01 20:20:31,Allene,,,,,,,(856)-065-2911,(856)-065-2911,test,2/1/2014,8:20 PM,200,(856)-065-2911(856)-065-2911,(856)-065-2911,0,0
88547393NMZKNPEX,2014.02.01 20:26:59,Zachery,,,,KS,,,(612)-873-8170,(612)-873-8170,control,2/1/2014,8:26 PM,200,(612)-873-8170(612)-873-8170,(612)-873-8170,0,20
35220968NJBYGNQU,2014.02.01 20:31:27,Araceli,,,,,,,(731)-073-8725,(731)-073-8725,test,2/1/2014,8:31 PM,200,(731)-073-8725(731)-073-8725,(731)-073-8725,0,0
34978944LNUPHHYT,2014.02.01 20:36:01,Rusty,,,,AR,,,(980)-161-8260,(980)-161-8260,control,2/1/2014,8:36 PM,200,(980)-161-8260(980)-161-8260,(980)-161-8260,0,20
55170698CSFMHNCJ,2014.02.01 20:39:52,Savanah,,,,,,,(947)-078-8686,(947)-078-8686,test,2/1/2014,8:39 PM,200,(947)-078-8686(947)-078-8686,(947)-078-8686,0,0
58364448WWUOQTFC,2014.02.01 20:45:08,Emory,,,,,,,(919)-026-1080,(919)-026-1080,control,2/1/2014,8:45 PM,200,(919)-026-1080(919)-026-1080,(919)-026-1080,0,0
40499473ZIGCXMTN,2014.02.01 20:49:54,Leo,,,,MO,,,(508)-089-0175,(508)-089-0175,control,2/1/2014,8:49 PM,200,(508)-089-0175(508)-089-0175,(508)-089-0175,0,20
12469851UPTEOJYD,2014.02.01 20:54:33,Forrest,,,,TN,,,(832)-384-4428,(832)-384-4428,control,2/1/2014,8:54 PM,200,(832)-384-4428(832)-384-4428,(832)-384-4428,0,20
58930960VHBAQCMU,2014.02.01 21:00:01,Alexandrine,Mann,,,MA,,,(858)-949-5114,(360)-425-0780,test,2/1/2014,9:00 PM,200,(858)-949-5114(360)-425-0780,(858)-949-5114,0,21
03476536XXFZWJWE,2014.02.01 21:03:40,Ashly,,,,,,unitednationfile@yahoo.it,(253)-623-8842,(253)-623-8842,control,2/1/2014,9:03 PM,200,(253)-623-8842(253)-623-8842,(253)-623-8842unitednationfile@yahoo.it,21,0
22303160AUHSNVYL,2014.02.01 21:09:16,Mustafa,Stoltenberg,,,,,,(813)-335-5515,(813)-335-5515,test,2/1/2014,9:09 PM,200,(813)-335-5515(813)-335-5515,(813)-335-5515,0,0
95316883IBLQBTNS,2014.02.01 21:14:35,Sunny,,,,,,,(712)-197-9730,(712)-197-9730,test,2/1/2014,9:14 PM,200,(712)-197-9730(712)-197-9730,(712)-197-9730,0,0
72425080ZGWWLXKN,2014.02.01 21:20:57,Joaquin,,,,,,,(872)-942-2274,(872)-942-2274,control,2/1/2014,9:20 PM,200,(872)-942-2274(872)-942-2274,(872)-942-2274,0,0
41848877GJURENWM,2014.02.01 21:27:10,Janis,,,,,,,(218)-100-4655,(218)-100-4655,test,2/1/2014,9:27 PM,200,(218)-100-4655(218)-100-4655,(218)-100-4655,0,0
63669936HIWOTXHS,2014.02.01 21:31:29,Clark,,,,,,,(281)-104-7359,(281)-104-7359,test,2/1/2014,9:31 PM,200,(281)-104-7359(281)-104-7359,(281)-104-7359,0,0
57022030MPRVVRIL,2014.02.01 21:37:08,Brigitte,Wilkinson,,,NC,,,(910)-453-5204,(910)-453-5204,control,2/1/2014,9:37 PM,200,(910)-453-5204(910)-453-5204,(910)-453-5204,0,21
52954487USWBSHTE,2014.02.01 21:43:42,Winifred,,,,AZ,,,(602)-648-7966,(602)-648-7966,control,2/1/2014,9:43 PM,200,(602)-648-7966(602)-648-7966,(602)-648-7966,0,21
79819258GEEUDIFO,2014.02.01 21:49:20,Rosa,,,,,,,(940)-533-5157,(940)-533-5157,control,2/1/2014,9:49 PM,200,(940)-533-5157(940)-533-5157,(940)-533-5157,0,0
10988989QEDGUTYM,2014.02.01 21:53:11,Ari,Batz,,,PA,,,(607)-419-8188,(607)-419-8188,test,2/1/2014,9:53 PM,200,(607)-419-8188(607)-419-8188,(607)-419-8188,0,21
11980023ZQIOPKMQ,2014.02.01 21:58:42,Dianna,Gorczany,8829 Beier Light,Vidastad,OH,59214,eric_kuame10@yahoo.fr,(586)-920-3224,(586)-920-3224,test,2/1/2014,9:58 PM,200,(586)-920-3224(586)-920-3224,(586)-920-3224eric_kuame10@yahoo.fr,21,21
68884017CUXEHPPI,2014.02.01 22:05:09,Jaycee,,,,RI,,,(662)-135-1171,(662)-135-1171,test,2/1/2014,10:05 PM,200,(662)-135-1171(662)-135-1171,(662)-135-1171,0,22
56576637CYLFLZCC,2014.02.01 22:08:39,Enrico,,,,,,,(407)-719-3600,(407)-719-3600,test,2/1/2014,10:08 PM,200,(407)-719-3600(407)-719-3600,(407)-719-3600,0,0
18637084APHZOEYH,2014.02.01 22:19:47,Hellen,,,,,,,(612)-712-2922,(612)-712-2922,test,2/1/2014,10:19 PM,200,(612)-712-2922(612)-712-2922,(612)-712-2922,0,0
27700676TZYXPEHL,2014.02.01 22:25:31,Remington,,,,,,,(843)-613-6087,(843)-613-6087,control,2/1/2014,10:25 PM,200,(843)-613-6087(843)-613-6087,(843)-613-6087,0,0
10198361XWKMEISG,2014.02.01 22:32:03,Garrett,,,,,,,(425)-445-6828,(425)-445-6828,test,2/1/2014,10:32 PM,200,(425)-445-6828(425)-445-6828,(425)-445-6828,0,0
02957033MVDEFMNL,2014.02.01 22:38:15,Pedro,,,,,,,(660)-026-4456,(660)-026-4456,test,2/1/2014,10:38 PM,200,(660)-026-4456(660)-026-4456,(660)-026-4456,0,0
91501438TZFRNWKI,2014.02.01 22:42:12,Raoul,,,,,,,(614)-083-0807,(614)-083-0807,test,2/1/2014,10:42 PM,200,(614)-083-0807(614)-083-0807,(614)-083-0807,0,0
04001385CBZZIPQM,2014.02.01 22:46:12,Hugh,,,,NC,,,(252)-345-8399,(252)-345-8399,test,2/1/2014,10:46 PM,200,(252)-345-8399(252)-345-8399,(252)-345-8399,0,22
82983097CIDQQRCK,2014.02.01 22:51:31,Frederique,,,,,,,(458)-342-5771,(458)-342-5771,control,2/1/2014,10:51 PM,200,(458)-342-5771(458)-342-5771,(458)-342-5771,0,0
15193938RBFNARUA,2014.02.01 22:55:26,Rigoberto,,,,PA,,,(920)-858-1368,(920)-858-1368,test,2/1/2014,10:55 PM,200,(920)-858-1368(920)-858-1368,(920)-858-1368,0,22
57607429WXWNYXLA,2014.02.01 23:00:43,Uriel,,,,AK,,,(808)-928-2785,(808)-928-2785,test,2/1/2014,11:00 PM,200,(808)-928-2785(808)-928-2785,(808)-928-2785,0,23
73555511FBTPBJCL,2014.02.01 23:05:01,Mekhi,Beer,,,,,,(217)-837-1987,(217)-837-1987,test,2/1/2014,11:05 PM,200,(217)-837-1987(217)-837-1987,(217)-837-1987,0,0
46314054RUFMBGMX,2014.02.01 23:10:46,Jaida,Konopelski,,,WI,,,(339)-048-5781,(339)-048-5781,test,2/1/2014,11:10 PM,200,(339)-048-5781(339)-048-5781,(339)-048-5781,0,23
64130785NACPZCQK,2014.02.01 23:14:42,Gladys,Brekke,,,AZ,,,(667)-279-1525,(667)-279-1525,control,2/1/2014,11:14 PM,200,(667)-279-1525(667)-279-1525,(667)-279-1525,0,23
41168772LJWQRFMR,2014.02.01 23:18:19,Jillian,,,,WA,,,(404)-427-0098,(404)-427-0098,control,2/1/2014,11:18 PM,200,(404)-427-0098(404)-427-0098,(404)-427-0098,0,23
74318876IPNJFWNW,2014.02.01 23:23:40,Larue,,,,,,,(706)-200-8546,(706)-200-8546,test,2/1/2014,11:23 PM,200,(706)-200-8546(706)-200-8546,(706)-200-8546,0,0
44181591RXNJRSKD,2014.02.01 23:29:00,Geovanni,Leffler,,,AL,,,(337)-134-3075,(337)-134-3075,control,2/1/2014,11:29 PM,200,(337)-134-3075(337)-134-3075,(337)-134-3075,0,23
49751316PQVACDRM,2014.02.01 23:32:56,Brennon,,,,,,,(501)-575-9943,(501)-575-9943,control,2/1/2014,11:32 PM,200,(501)-575-9943(501)-575-9943,(501)-575-9943,0,0
99306994WGSSJPQD,2014.02.01 23:37:51,Kitty,,,,,,,(843)-129-0880,(843)-129-0880,test,2/1/2014,11:37 PM,200,(843)-129-0880(843)-129-0880,(843)-129-0880,0,0
36512958BKWUNSXO,2014.02.01 23:41:57,Arvilla,Schimmel,917 Schuppe Crossroad,Schustershire,IA,86585,anthonydomark@yahoo.com.au,(651)-047-0826,(651)-047-0826,control,2/1/2014,11:41 PM,200,(651)-047-0826(651)-047-0826,(651)-047-0826anthonydomark@yahoo.com.au,23,23
94904274IAKFXHVM,2014.02.01 23:51:36,Horacio,,,,GA,,,(863)-682-0115,(863)-682-0115,test,2/1/2014,11:51 PM,200,(863)-682-0115(863)-682-0115,(863)-682-0115,0,23
49960392GNXNABQB,2014.02.01 23:57:49,Godfrey,,,,,,infocoperateprize88@yahoo.es,(732)-334-5938,(732)-334-5938,control,2/1/2014,11:57 PM,200,(732)-334-5938(732)-334-5938,(732)-334-5938infocoperateprize88@yahoo.es,23,0
50858213JKKTAZLK,2014.02.02 00:03:21,Geo,Casper,,,AK,,,(720)-363-1600,(720)-363-1600,control,2/2/2014,12:03 AM,200,(720)-363-1600(720)-363-1600,(720)-363-1600,0,0
53808806UJXUMCKX,2014.02.02 00:08:36,Fabiola,Stroman,,,,,,(856)-649-0964,(856)-649-0964,control,2/2/2014,12:08 AM,200,(856)-649-0964(856)-649-0964,(856)-649-0964,0,0
01424476LLXWQUBE,2014.02.02 00:14:09,,,,,,,,(910)-902-3996,(910)-902-3996,test,2/2/2014,12:14 AM,200,(910)-902-3996(910)-902-3996,(910)-902-3996,0,0
58850358MATXHYCV,2014.02.02 00:17:30,Rosetta,Brekke,293 Kelsie Knoll,North Andyville,CA,52619-7650,in-fo37@aliceadsl.fr,(770)-646-8950,(770)-646-8950,test,2/2/2014,12:17 AM,200,(770)-646-8950(770)-646-8950,(770)-646-8950in-fo37@aliceadsl.fr,0,0
61454478YPWHVGKQ,2014.02.02 00:21:59,Quinn,,,,,,,(641)-440-8268,(641)-440-8268,control,2/2/2014,12:21 AM,200,(641)-440-8268(641)-440-8268,(641)-440-8268,0,0
86204088IOAEFCLM,2014.02.02 00:26:56,Madonna,Watsica,,,UT,,,(870)-977-4074,(870)-977-4074,control,2/2/2014,12:26 AM,200,(870)-977-4074(870)-977-4074,(870)-977-4074,0,0
87449791MFOYBCSP,2014.02.02 00:31:29,Athena,,,,CA,,,(781)-473-5707,(781)-473-5707,test,2/2/2014,12:31 AM,200,(781)-473-5707(781)-473-5707,(781)-473-5707,0,0
84749291DMQIOFLG,2014.02.02 00:35:17,Horacio,,,,,,,(847)-792-3205,(847)-792-3205,test,2/2/2014,12:35 AM,200,(847)-792-3205(847)-792-3205,(847)-792-3205,0,0
52718796JQNRORJB,2014.02.02 00:41:24,Buddy,,,,,,,(408)-031-0403,(408)-031-0403,control,2/2/2014,12:41 AM,200,(408)-031-0403(408)-031-0403,(408)-031-0403,0,0
40014012GYBCPHQL,2014.02.02 00:46:28,Otis,,,,NV,,,(661)-738-2521,(661)-738-2521,control,2/2/2014,12:46 AM,200,(661)-738-2521(661)-738-2521,(661)-738-2521,0,0
21427091DGWVXMAL,2014.02.02 00:50:22,Virgie,,,,MA,,,(425)-075-3760,(425)-075-3760,test,2/2/2014,12:50 AM,200,(425)-075-3760(425)-075-3760,(425)-075-3760,0,0
68256567CVLWOCMG,2014.02.02 00:56:06,Kali,Kirlin,,,,,,(650)-151-6005,(650)-151-6005,test,2/2/2014,12:56 AM,200,(650)-151-6005(650)-151-6005,(650)-151-6005,0,0
02225750GVRBNKWW,2014.02.02 01:01:09,Stanford,,,,OH,,,(269)-297-0848,(269)-297-0848,control,2/2/2014,1:01 AM,200,(269)-297-0848(269)-297-0848,(269)-297-0848,0,1
86380302VPSWLFSC,2014.02.02 01:05:58,Rose,Wuckert,,,SC,,,(585)-341-0592,(585)-341-0592,control,2/2/2014,1:05 AM,200,(585)-341-0592(585)-341-0592,(585)-341-0592,0,1
28209000DGNYVGYZ,2014.02.02 01:11:09,Casper,Howell,,,AR,,,(615)-935-4406,(615)-935-4406,test,2/2/2014,1:11 AM,200,(615)-935-4406(615)-935-4406,(615)-935-4406,0,1
58687792LOSOKVKR,2014.02.02 01:16:43,Alexis,,,,,,,(845)-189-7759,(845)-189-7759,test,2/2/2014,1:16 AM,200,(845)-189-7759(845)-189-7759,(845)-189-7759,0,0
57356599YPNCUOKI,2014.02.02 01:20:16,Garett,,,,NC,,,(559)-062-8324,(559)-062-8324,control,2/2/2014,1:20 AM,200,(559)-062-8324(559)-062-8324,(559)-062-8324,0,1
91683696DPZZJWYG,2014.02.02 01:26:06,Francisca,,,,DE,,,(252)-742-7567,(252)-742-7567,test,2/2/2014,1:26 AM,200,(252)-742-7567(252)-742-7567,(252)-742-7567,0,1
69381950URNJLFFA,2014.02.02 01:31:28,Dayne,,,,WA,,,(769)-496-2271,(769)-496-2271,control,2/2/2014,1:31 AM,200,(769)-496-2271(769)-496-2271,(769)-496-2271,0,1
63164286IKHKDSUO,2014.02.02 01:36:39,Emerson,,,,,,,(505)-102-6964,(505)-102-6964,test,2/2/2014,1:36 AM,200,(505)-102-6964(505)-102-6964,(505)-102-6964,0,0
01941147XIYSFHEZ,2014.02.02 01:40:40,Rafaela,,,,,,,(901)-141-4681,(901)-141-4681,test,2/2/2014,1:40 AM,200,(901)-141-4681(901)-141-4681,(901)-141-4681,0,0
58166784USJRSMGB,2014.02.02 01:45:30,Pansy,Witting,,,AZ,,,(262)-733-4372,(262)-733-4372,test,2/2/2014,1:45 AM,200,(262)-733-4372(262)-733-4372,(262)-733-4372,0,1
79691357YXPZEJAB,2014.02.02 01:50:27,Noble,,,,,,,(530)-245-5699,(530)-245-5699,test,2/2/2014,1:50 AM,200,(530)-245-5699(530)-245-5699,(530)-245-5699,0,0
73119486VUQRWRLP,2014.02.02 01:54:46,Marietta,,,,NE,,,(308)-277-4284,(308)-277-4284,test,2/2/2014,1:54 AM,200,(308)-277-4284(308)-277-4284,(308)-277-4284,0,1
06583616KDTDXIOR,2014.02.02 01:59:01,Alfonso,,,,AR,,,(857)-696-9436,(857)-696-9436,control,2/2/2014,1:59 AM,200,(857)-696-9436(857)-696-9436,(857)-696-9436,0,1
58487524POXVTMBR,2014.02.02 02:04:59,Craig,,,,,,,(938)-386-6569,(938)-386-6569,test,2/2/2014,2:04 AM,200,(938)-386-6569(938)-386-6569,(938)-386-6569,0,0
52133352SGVMGXLM,2014.02.02 02:08:21,Glenda,,,,HI,,,(940)-131-4614,(940)-131-4614,test,2/2/2014,2:08 AM,200,(940)-131-4614(940)-131-4614,(940)-131-4614,0,2
56020361MZHGEXPP,2014.02.02 02:12:06,Marielle,,,,SC,,,(531)-961-4446,(531)-961-4446,control,2/2/2014,2:12 AM,200,(531)-961-4446(531)-961-4446,(531)-961-4446,0,2
82155958BNVKNFSV,2014.02.02 02:17:36,Cecilia,,,,,,,(336)-759-1315,(336)-759-1315,control,2/2/2014,2:17 AM,200,(336)-759-1315(336)-759-1315,(336)-759-1315,0,0
63850160POFWNLIU,2014.02.02 02:21:14,Anabel,Casper,,,NV,,,(904)-799-0812,(904)-799-0812,control,2/2/2014,2:21 AM,200,(904)-799-0812(904)-799-0812,(904)-799-0812,0,2
77627544LDPUURPW,2014.02.02 02:27:36,Osborne,,,,,,,(580)-260-2706,(580)-260-2706,test,2/2/2014,2:27 AM,200,(580)-260-2706(580)-260-2706,(580)-260-2706,0,0
14076373XPDMRNQR,2014.02.02 02:30:57,Sylvester,,,,IA,,,(539)-964-7036,(539)-964-7036,control,2/2/2014,2:30 AM,200,(539)-964-7036(539)-964-7036,(539)-964-7036,0,2
17883062JHXZNOWF,2014.02.02 02:36:31,Chet,,,,,,,(530)-431-8255,(530)-431-8255,test,2/2/2014,2:36 AM,200,(530)-431-8255(530)-431-8255,(530)-431-8255,0,0
31750845AEOWCRRL,2014.02.02 02:41:33,Erwin,Connelly,,,,,,(409)-013-4701,(409)-013-4701,control,2/2/2014,2:41 AM,200,(409)-013-4701(409)-013-4701,(409)-013-4701,0,0
81277411GFRXKWSD,2014.02.02 02:47:35,Sherwood,,,,,,,(630)-192-1259,(630)-192-1259,control,2/2/2014,2:47 AM,200,(630)-192-1259(630)-192-1259,(630)-192-1259,0,0
03736654DCBOCSSI,2014.02.02 02:50:59,Samson,,,,CO,,,(661)-150-6269,(661)-150-6269,control,2/2/2014,2:50 AM,200,(661)-150-6269(661)-150-6269,(661)-150-6269,0,2
89523397NYZWRGJN,2014.02.02 02:56:24,Drake,Corwin,,,,,pgreg33@yahoo.com,(202)-224-0606,(202)-224-0606,control,2/2/2014,2:56 AM,200,(202)-224-0606(202)-224-0606,(202)-224-0606pgreg33@yahoo.com,2,0
38226316YXPKFAVA,2014.02.02 03:01:40,Meta,,,,CO,,,(812)-457-6999,(812)-457-6999,control,2/2/2014,3:01 AM,200,(812)-457-6999(812)-457-6999,(812)-457-6999,0,3
45437130IFTJWCBX,2014.02.02 03:05:19,Albin,,,,WI,,,(401)-740-5843,(401)-740-5843,test,2/2/2014,3:05 AM,200,(401)-740-5843(401)-740-5843,(401)-740-5843,0,3
45076960KGJMVWCX,2014.02.02 03:11:39,Jaydon,,,,,,,(530)-608-7236,(530)-608-7236,test,2/2/2014,3:11 AM,200,(530)-608-7236(530)-608-7236,(530)-608-7236,0,0
39761034ZVJJNZBP,2014.02.02 03:23:43,Mina,Gerlach,,,MI,,,(228)-000-7092,(228)-000-7092,test,2/2/2014,3:23 AM,200,(228)-000-7092(228)-000-7092,(228)-000-7092,0,3
15586274TMQAVAFO,2014.02.02 03:29:30,Casey,Mann,,,,,,(630)-514-7243,(630)-514-7243,control,2/2/2014,3:29 AM,200,(630)-514-7243(630)-514-7243,(630)-514-7243,0,0
16871247CZAPUKYJ,2014.02.02 03:33:31,Alvera,Wyman,,,,,,(806)-931-0720,(806)-931-0720,control,2/2/2014,3:33 AM,200,(806)-931-0720(806)-931-0720,(806)-931-0720,0,0
51724529DPPZETQQ,2014.02.02 03:38:04,Clemmie,,,,NJ,,,(904)-773-3183,(440)-569-7912,test,2/2/2014,3:38 AM,200,(904)-773-3183(440)-569-7912,(904)-773-3183,0,3
49387509ZYWPROLU,2014.02.02 03:43:39,Leanna,,,,,,,(707)-675-5554,(707)-675-5554,test,2/2/2014,3:43 AM,200,(707)-675-5554(707)-675-5554,(707)-675-5554,0,0
08612770BSEOKSBZ,2014.02.02 03:48:13,Demetris,Schinner,,,,,,(702)-846-8101,(702)-846-8101,test,2/2/2014,3:48 AM,200,(702)-846-8101(702)-846-8101,(702)-846-8101,0,0
98778890EBGFTQNU,2014.02.02 03:52:14,Johan,Stehr,,,TX,,,(682)-403-0570,(682)-403-0570,test,2/2/2014,3:52 AM,200,(682)-403-0570(682)-403-0570,(682)-403-0570,0,3
93921915XUGDMYKB,2014.02.02 04:00:36,Eliza,,,,WY,,,(479)-983-7108,(479)-983-7108,control,2/2/2014,4:00 AM,200,(479)-983-7108(479)-983-7108,(479)-983-7108,0,4
85135219RRYGVANF,2014.02.02 04:05:42,Keshaun,,,,,,,(605)-632-0801,(605)-632-0801,test,2/2/2014,4:05 AM,200,(605)-632-0801(605)-632-0801,(605)-632-0801,0,0
02703440NVXCXNWZ,2014.02.02 04:09:15,Lorena,,,,,,,(410)-771-5393,(410)-771-5393,control,2/2/2014,4:09 AM,200,(410)-771-5393(410)-771-5393,(410)-771-5393,0,0
71578283KMJYAZEX,2014.02.02 04:15:27,Tabitha,,,,,,,(610)-640-8188,(610)-640-8188,control,2/2/2014,4:15 AM,200,(610)-640-8188(610)-640-8188,(610)-640-8188,0,0
54838992SUEKQPHL,2014.02.02 04:19:21,Cleveland,,,,VA,,,(330)-572-1011,(330)-572-1011,control,2/2/2014,4:19 AM,200,(330)-572-1011(330)-572-1011,(330)-572-1011,0,4
73421227IROSDGOZ,2014.02.02 04:24:49,Gregg,D'Amore,,,WV,,mradamkojo2@gmail.com,(229)-888-6563,(229)-888-6563,control,2/2/2014,4:24 AM,200,(229)-888-6563(229)-888-6563,(229)-888-6563mradamkojo2@gmail.com,4,4
11244165IZSRJPGV,2014.02.02 04:28:53,Samantha,,,,,,,(414)-890-7069,(414)-890-7069,control,2/2/2014,4:28 AM,200,(414)-890-7069(414)-890-7069,(414)-890-7069,0,0
27065701PPSPBNNH,2014.02.02 04:34:50,Bell,Stoltenberg,83835 Wanda Rapids,East Ana,FL,50931,d11200642@yahoo.com,(401)-159-2348,(401)-159-2348,test,2/2/2014,4:34 AM,200,(401)-159-2348(401)-159-2348,(401)-159-2348d11200642@yahoo.com,4,4
31739253UBLRALHI,2014.02.02 04:38:46,Arianna,Towne,,,,,,(763)-674-3256,(763)-674-3256,test,2/2/2014,4:38 AM,200,(763)-674-3256(763)-674-3256,(763)-674-3256,0,0
13807240ZPVAYECR,2014.02.02 04:42:06,Boris,,,,,,,(551)-127-3389,(551)-127-3389,test,2/2/2014,4:42 AM,200,(551)-127-3389(551)-127-3389,(551)-127-3389,0,0
48889786JIGOROSE,2014.02.02 04:45:43,Jaiden,,,,NC,,,(928)-893-9523,(928)-893-9523,control,2/2/2014,4:45 AM,200,(928)-893-9523(928)-893-9523,(928)-893-9523,0,4
97597873DMVALBTL,2014.02.02 04:51:45,Pascale,Runolfsson,3086 Koch Valley,Lindtown,VA,37077,,(303)-629-8411,(303)-629-8411,test,2/2/2014,4:51 AM,200,(303)-629-8411(303)-629-8411,(303)-629-8411,0,4
15158613JRFTHCCH,2014.02.02 04:55:15,Viva,,,,CA,,,(573)-986-6290,(573)-986-6290,control,2/2/2014,4:55 AM,200,(573)-986-6290(573)-986-6290,(573)-986-6290,0,4
33760902BTYVLCFV,2014.02.02 05:01:26,Gerry,Schulist,,,,,,(417)-056-7798,(417)-056-7798,control,2/2/2014,5:01 AM,200,(417)-056-7798(417)-056-7798,(417)-056-7798,0,0
21497047VNTKASGP,2014.02.02 05:05:51,Letitia,,,,ND,,,(718)-980-3134,(718)-980-3134,control,2/2/2014,5:05 AM,200,(718)-980-3134(718)-980-3134,(718)-980-3134,0,5
73644510LHZCLUXM,2014.02.02 05:11:27,Tracey,,,,AR,,,(669)-652-2499,(669)-652-2499,control,2/2/2014,5:11 AM,200,(669)-652-2499(669)-652-2499,(669)-652-2499,0,5
50803510TPZOJWLB,2014.02.02 05:14:52,Laurence,,,,,,,(205)-943-9154,(205)-943-9154,control,2/2/2014,5:14 AM,200,(205)-943-9154(205)-943-9154,(205)-943-9154,0,0
88404464BYRIUFTI,2014.02.02 05:19:09,Diana,,,,KS,,,(347)-357-4063,(347)-357-4063,control,2/2/2014,5:19 AM,200,(347)-357-4063(347)-357-4063,(347)-357-4063,0,5
64829924MRYCEJSB,2014.02.02 05:25:06,Aglae,,,,,,,(615)-858-4612,(615)-858-4612,control,2/2/2014,5:25 AM,200,(615)-858-4612(615)-858-4612,(615)-858-4612,0,0
98705150GSSULFPI,2014.02.02 05:30:08,,,,,SC,,,(605)-140-0417,(605)-140-0417,test,2/2/2014,5:30 AM,200,(605)-140-0417(605)-140-0417,(605)-140-0417,0,5
90439919WMTINJJY,2014.02.02 05:36:37,Easton,,,,,,,(408)-540-8935,(408)-540-8935,control,2/2/2014,5:36 AM,200,(408)-540-8935(408)-540-8935,(408)-540-8935,0,0
13257033DIXEIHXP,2014.02.02 05:42:40,Erica,,,,,,,(409)-766-0081,(409)-766-0081,control,2/2/2014,5:42 AM,200,(409)-766-0081(409)-766-0081,(409)-766-0081,0,0
29423575MQVKGIEP,2014.02.02 05:48:21,Karolann,Jerde,,,AZ,,,(360)-490-9428,(360)-490-9428,control,2/2/2014,5:48 AM,200,(360)-490-9428(360)-490-9428,(360)-490-9428,0,5
